location_code,cidade,bairro,logradouro,location,neighborhood_code,city_code
35748,sumare,parque franceschini,rua marcelo pedroni,sumare|parque franceschini|rua marcelo pedroni,3904,386
25363,sao paulo,conjunto habitacional fazenda do carmo,rua paulo gracindo,s.paulo|conjunto habitacional fazenda do carmo|rua paulo gracindo,933,358
2377,campinas,jardim monte cristo/parque oziel,rua adao soares da silva,campinas|jardim monte cristo/parque oziel|rua adao soares da silva,2191,61
32539,sao paulo,tucuruvi,rua cangueri,s.paulo|tucuruvi|rua cangueri,4940,358
36139,suzano,jd casa branca,rua jose pereira cardoso,suzano|jd casa branca|rua jose pereira cardoso,2955,387
558,araras,usina sao joao,rodovia sp 330,araras|usina sao joao|rodovia sp 330,4955,23
35726,sumare,lot tranquilo menuzzo,avenida reboucas,sumare|lot tranquilo menuzzo|avenida reboucas,3472,386
29794,sao paulo,penha,rua cochinu,s.paulo|penha|rua cochinu,4184,358
27981,sao paulo,jardim jucara,avenida doutor ezequiel campos dias,s.paulo|jardim jucara|avenida doutor ezequiel campos dias,2013,358
32376,sao paulo,tatuape,rua padre antonio de sa,s.paulo|tatuape|rua padre antonio de sa,4894,358
2147,campinas,cidade singer,rodovia engenheiro miguel melhado campos,campinas|cidade singer|rodovia engenheiro miguel melhado campos,809,61
19875,santo andre,vila tibirica,rua constituinte,s.andre|vila tibirica|rua constituinte,5944,331
21012,sao bernardo do campo,jardim das orquideas,rua santa martins,s.bernardo do campo|jardim das orquideas|rua santa martins,1708,337
29305,sao paulo,parelheiros,rua jose nicolau de lima,s.paulo|parelheiros|rua jose nicolau de lima,3784,358
8457,guarulhos,parque continental ii,avenida alexandre grandisoli,guarulhos|parque continental ii|avenida alexandre grandisoli,3831,136
32618,sao paulo,vila albertina,rua cajati,s.paulo|vila albertina|rua cajati,5020,358
6485,ferraz de vasconcelos,jardim temporim,avenida bahia,ferraz de vasconcelos|jardim temporim|avenida bahia,2742,118
13845,miracatu,santa rita,rodovia br 116,miracatu|santa rita|rodovia br 116,4715,221
26818,sao paulo,jabaquara,avenida miguel estefano,s.paulo|jabaquara|avenida miguel estefano,1344,358
31722,sao paulo,sao rafael,rua cinira polonio,s.paulo|sao rafael|rua cinira polonio,4770,358
13120,maua,jardim estrela,rua ipe,maua|jardim estrela|rua ipe,1829,217
32192,sao paulo,se,"praca da se, 371","s.paulo|se|praca da se, 371",4788,358
20150,sao bernardo do campo,alves dias,rua joao batista capitanio,s.bernardo do campo|alves dias|rua joao batista capitanio,79,337
6538,ferraz de vasconcelos,jd julio de carvalho,rua josefina cunha costa,ferraz de vasconcelos|jd julio de carvalho|rua josefina cunha costa,3096,118
30513,sao paulo,rio pequeno,avenida diogo de azevedo,s.paulo|rio pequeno|avenida diogo de azevedo,4651,358
28088,sao paulo,jardim nossa senhora do carmo,rua marcondes homem de melo,s.paulo|jardim nossa senhora do carmo|rua marcondes homem de melo,2249,358
6749,ferraz de vasconcelos,vila jurema,rua luzia de oliveira melo,ferraz de vasconcelos|vila jurema|rua luzia de oliveira melo,5491,118
3561,campinas,vila industrial,rua br de monte mor,campinas|vila industrial|rua br de monte mor,5434,61
26861,sao paulo,jabaquara,rua contos gauchescos,s.paulo|jabaquara|rua contos gauchescos,1344,358
16082,paulinia,santa cecilia,rua guadalajara,paulinia|santa cecilia|rua guadalajara,4696,265
29708,sao paulo,pedreira,rua jose mauro de mendonca,s.paulo|pedreira|rua jose mauro de mendonca,4182,358
32116,sao paulo,saude,rua das gardenias,s.paulo|saude|rua das gardenias,4782,358
23657,sao paulo,butanta,rua nitemar vasconcelos,s.paulo|butanta|rua nitemar vasconcelos,403,358
27810,sao paulo,jardim ester,avenida professor jose maria alkmin,s.paulo|jardim ester|avenida professor jose maria alkmin,1826,358
16199,peruibe,jd veneza,rua manuela garcia de souza,peruibe|jd veneza|rua manuela garcia de souza,3371,275
20307,sao bernardo do campo,assuncao,rua vitorino silva,s.bernardo do campo|assuncao|rua vitorino silva,146,337
12687,limeira,vila santa josefa,travessa dois,limeira|vila santa josefa|travessa dois,5852,202
26684,sao paulo,itaquera,rua doutor luiz ayres,s.paulo|itaquera|rua doutor luiz ayres,1317,358
23000,sao paulo,anhanguera,rua mario palmerio,s.paulo|anhanguera|rua mario palmerio,90,358
9888,itapecerica da serra,embu mirim,rodovia armando salles,itapecerica da serra|embu mirim|rodovia armando salles,1091,162
17227,ribeirao pires,jd santo antonio,rua campinas,ribeirao pires|jd santo antonio|rua campinas,3290,319
27856,sao paulo,jardim helena,avenida jose pinheiro borges,s.paulo|jardim helena|avenida jose pinheiro borges,1910,358
22642,sao jose dos campos,parque residencial uniao,rua wanderlei de oliveira,s.jose dos campos|parque residencial uniao|rua wanderlei de oliveira,4082,352
32234,sao paulo,socorro,avenida guido caloi,s.paulo|socorro|avenida guido caloi,4845,358
15542,osasco,piratininga,rodovia sp 280,osasco|piratininga|rodovia sp 280,4215,249
18737,santo andre,jardim santo andre,rua dos missionarios,s.andre|jardim santo andre|rua dos missionarios,2608,331
23904,sao paulo,campo grande,rua david eid,s.paulo|campo grande|rua david eid,441,358
26273,sao paulo,ipiranga,rua maciel parente,s.paulo|ipiranga|rua maciel parente,1295,358
13459,maua,jardim zaira,travessa pilar,maua|jardim zaira|travessa pilar,2854,217
29063,sao paulo,mandaqui,rua tome afonso de moura,s.paulo|mandaqui|rua tome afonso de moura,3532,358
32721,sao paulo,vila arcadia,avenida general edgar faco,s.paulo|vila arcadia|avenida general edgar faco,5069,358
23604,sao paulo,butanta,praca santo epifanio,s.paulo|butanta|praca santo epifanio,403,358
13944,mogi das cruzes,chacara santo angelo,estrada municipal,mogi das cruzes|chacara santo angelo|estrada municipal,648,227
28010,sao paulo,jardim maggi,rua odilon azevedo,s.paulo|jardim maggi|rua odilon azevedo,2086,358
25992,sao paulo,iguatemi,estrada saturnino pereira,s.paulo|iguatemi|estrada saturnino pereira,1258,358
35606,sumare,jardim bom retiro,avenida augusta diogo aiala,sumare|jardim bom retiro|avenida augusta diogo aiala,1525,386
2513,campinas,jd anchieta,rua manoel carvalho paes de andrade,campinas|jd anchieta|rua manoel carvalho paes de andrade,2903,61
30431,sao paulo,raposo tavares,rua major walter carlson,s.paulo|raposo tavares|rua major walter carlson,4455,358
29213,sao paulo,morumbi,praca vinicius de morais,s.paulo|morumbi|praca vinicius de morais,3626,358
25106,sao paulo,cidade nova heliopolis,avenida almirante delamare,s.paulo|cidade nova heliopolis|avenida almirante delamare,786,358
34152,sao paulo,vila progresso (zona leste),rua suzana de melo,s.paulo|vila progresso (zona leste)|rua suzana de melo,5769,358
17523,ribeirao preto,jardim saint gerard,alameda paulo rezende de oliveira,ribeirao preto|jardim saint gerard|alameda paulo rezende de oliveira,2519,320
10405,itapira,cj habitacional della rocha iii,avenida joao ferrari,itapira|cj habitacional della rocha iii|avenida joao ferrari,841,166
2886,campinas,jd nossa sra de lourdes,retorno rodovia lix da cunha,campinas|jd nossa sra de lourdes|retorno rodovia lix da cunha,3185,61
1139,barueri,jd regina alice,rua titicaca,barueri|jd regina alice|rua titicaca,3248,37
4636,cotia,horizontal pari,rua monet,cotia|horizontal pari|rua monet,1245,92
25700,sao paulo,grajau,rua anhinga,s.paulo|grajau|rua anhinga,1213,358
21271,sao bernardo do campo,pauliceia,avenida cesar magnani,s.bernardo do campo|pauliceia|avenida cesar magnani,4170,337
35123,sertaozinho,area rural de sertaozinho,area rural,sertaozinho|area rural de sertaozinho|area rural,130,380
5610,diadema,inamar,passagem nova bela vista,diadema|inamar|passagem nova bela vista,1269,99
32443,sao paulo,tremembe,rua bela balaz,s.paulo|tremembe|rua bela balaz,4928,358
10424,itapira,parque felicidade,avenida brasil,itapira|parque felicidade|avenida brasil,3900,166
17597,ribeirao preto,jd mosteiro,rua frei santo,ribeirao preto|jd mosteiro|rua frei santo,3164,320
23593,sao paulo,butanta,avenida escola politecnica,s.paulo|butanta|avenida escola politecnica,403,358
34433,sao paulo,vila sonia,avenida pirajussara,s.paulo|vila sonia|avenida pirajussara,5913,358
28227,sao paulo,jardim primavera,avenida deputado emilio carlos,s.paulo|jardim primavera|avenida deputado emilio carlos,2423,358
28354,sao paulo,jardim sao paulo(zona leste),rua pedro aragones,s.paulo|jardim sao paulo(zona leste)|rua pedro aragones,2675,358
30584,sao paulo,rio pequeno,rua luis ferreira de barros,s.paulo|rio pequeno|rua luis ferreira de barros,4651,358
361,aracatuba,jardim planalto/aclimacao,rodovia karan rezek,aracatuba|jardim planalto/aclimacao|rodovia karan rezek,2404,19
25271,sao paulo,cidade tiradentes,rua jua mirim,s.paulo|cidade tiradentes|rua jua mirim,813,358
328,aracariguama,vila nova,acesso rodovia castelo branco,aracariguama|vila nova|acesso rodovia castelo branco,5645,18
8576,guarulhos,pimentas,estrada velha guarulhos-sao miguel,guarulhos|pimentas|estrada velha guarulhos-sao miguel,4204,136
30077,sao paulo,pinheiros,rua simao alvares,s.paulo|pinheiros|rua simao alvares,4210,358
29279,sao paulo,parelheiros,estrada ecoturistica parelheiros,s.paulo|parelheiros|estrada ecoturistica parelheiros,3784,358
10772,itaquaquecetuba,jd anita,rua goiania,itaquaquecetuba|jd anita|rua goiania,2907,170
37075,taubate,rural,rodovia sp 123,taubate|rural|rodovia sp 123,4680,402
6262,embu das artes,votorantim,avenida joao batista medina,embu das artes|votorantim|avenida joao batista medina,6098,108
9599,ibiuna,votorantim,estrada mun. do verava,ibiuna|votorantim|estrada mun. do verava,6098,144
8719,guarulhos,pimentas,rua rio jutai,guarulhos|pimentas|rua rio jutai,4204,136
4573,cotia,butanta,rua augusto farina,cotia|butanta|rua augusto farina,403,92
3683,campinas,vila saltinho,rua antonio afonso de lima,campinas|vila saltinho|rua antonio afonso de lima,5839,61
3794,campo limpo paulista,bairro moinho,rua edgar maximo zamboto,campo limpo paulista|bairro moinho|rua edgar maximo zamboto,236,62
12240,jundiai,retiro,rodovia sp 360,jundiai|retiro|rodovia sp 360,4634,194
37095,taubate,sao jose,rua doutor miguel teixeira pinto,taubate|sao jose|rua doutor miguel teixeira pinto,4754,402
2219,campinas,dic vi (conjunto habitacional santo dias,rua deolinda roncaglia gonzalez,campinas|dic vi (conjunto habitacional santo dias|rua deolinda roncaglia gonzalez,1057,61
13962,mogi das cruzes,cj bosque,rua vasco cinquini,mogi das cruzes|cj bosque|rua vasco cinquini,828,227
206,americana,sao benedito,rua gabriel gabor radics,americana|sao benedito|rua gabriel gabor radics,4731,9
27747,sao paulo,jardim da laranjeira (zona leste),rua ribeiro baiao,s.paulo|jardim da laranjeira (zona leste)|rua ribeiro baiao,1681,358
20338,sao bernardo do campo,baeta neves,rua cora coralina,s.bernardo do campo|baeta neves|rua cora coralina,157,337
28065,sao paulo,jardim monte kemel,rua desiderio ferreira,s.paulo|jardim monte kemel|rua desiderio ferreira,2192,358
3506,campinas,vila aeroporto,avenida sinimbu,campinas|vila aeroporto|avenida sinimbu,5012,61
24696,sao paulo,cidade ademar,avenida washington luis,s.paulo|cidade ademar|avenida washington luis,738,358
28023,sao paulo,jardim marilu,avenida do progresso,s.paulo|jardim marilu|avenida do progresso,2143,358
24242,sao paulo,capao redondo,rua antonio azelino guerra,s.paulo|capao redondo|rua antonio azelino guerra,459,358
16503,piracicaba,vila sonia,rua dino bueno,piracicaba|vila sonia|rua dino bueno,5913,284
11502,itupeva,vila marchi,rodovia spa 066/300,itupeva|vila marchi|rodovia spa 066/300,5540,178
27932,sao paulo,jardim iguatemi,avenida ragueb chohfi,s.paulo|jardim iguatemi|avenida ragueb chohfi,1930,358
4230,carapicuiba,jd sao daniel,rua butia,carapicuiba|jd sao daniel|rua butia,3297,71
1914,cajati,bico do pato,rua para,cajati|bico do pato|rua para,356,59
27190,sao paulo,jaragua,praca antonio paganelli,s.paulo|jaragua|praca antonio paganelli,1357,358
32245,sao paulo,socorro,rua augusto ferreira de moraes,s.paulo|socorro|rua augusto ferreira de moraes,4845,358
34666,sao vicente,esplanada dos barreiros,rua cidade de santos,s.vicente|esplanada dos barreiros|rua cidade de santos,1108,366
32757,sao paulo,vila bela,rua agostiniana chantal,s.paulo|vila bela|rua agostiniana chantal,5117,358
23494,sao paulo,brasilandia,rua manuel antonio fonseca,s.paulo|brasilandia|rua manuel antonio fonseca,395,358
35440,sorocaba,vila amelia,estrada estrada da sede,sorocaba|vila amelia|estrada estrada da sede,5038,385
2988,campinas,jd sao cristovao,rua maj osvaldo esteves,campinas|jd sao cristovao|rua maj osvaldo esteves,3296,61
13666,maua,vila carlina,"estrada guaraciaba, 313","maua|vila carlina|estrada guaraciaba, 313",5183,217
2158,campinas,cj hab antonio mendonca de barros,avenida suacuna,campinas|cj hab antonio mendonca de barros|avenida suacuna,831,61
9286,hortolandia,jardim amanda,rua romualdo ferreira da silva,hortolandia|jardim amanda|rua romualdo ferreira da silva,1409,139
34791,salto de pirapora,jardim dos ipes (itinga),rua francisco das chagas,salto de pirapora|jardim dos ipes (itinga)|rua francisco das chagas,1781,372
316,aparecida,sao geraldo,rodovia presidente dutra (br 116),aparecida|sao geraldo|rodovia presidente dutra (br 116),4744,16
1089,barueri,jd belval,avenida henrique goncalves baptista,barueri|jd belval|avenida henrique goncalves baptista,2929,37
1985,campinas,campos amarais,rua olivio manoel camargo,campinas|campos amarais|rua olivio manoel camargo,444,61
8437,guarulhos,paraventi,rua vicente celestino,guarulhos|paraventi|rua vicente celestino,3783,136
12201,jundiai,novo horizonte,rua varjao 3,jundiai|novo horizonte|rua varjao 3,3693,194
1926,campinas,anhaguera,rua joaquim mota,campinas|anhaguera|rua joaquim mota,88,61
25731,sao paulo,grajau,rua do homem cordial,s.paulo|grajau|rua do homem cordial,1213,358
17786,ribeirao preto,valentina figueiredo,avenida eduardo andrea matarazzo,ribeirao preto|valentina figueiredo|avenida eduardo andrea matarazzo,4982,320
17107,ribeirao bonito,centro,avenida da saudade,ribeirao bonito|centro|avenida da saudade,513,318
32481,sao paulo,tremembe,rua kotinda,s.paulo|tremembe|rua kotinda,4928,358
26872,sao paulo,jabaquara,rua das grumixamas,s.paulo|jabaquara|rua das grumixamas,1344,358
31361,sao paulo,sao mateus,praca edgard carioca de araujo,s.paulo|sao mateus|praca edgard carioca de araujo,4765,358
21724,sao caetano do sul,centro,rua pedro jose lorenzine,s.caetano do sul|centro|rua pedro jose lorenzine,513,339
26020,sao paulo,iguatemi,rua de servidao,s.paulo|iguatemi|rua de servidao,1258,358
24374,sao paulo,capao redondo,rua professor agostinho alvim,s.paulo|capao redondo|rua professor agostinho alvim,459,358
30011,sao paulo,pinheiros,rua artur de azevedo,s.paulo|pinheiros|rua artur de azevedo,4210,358
12769,mairinque,centro,rodovia presidente castello branco,mairinque|centro|rodovia presidente castello branco,513,209
6140,embu das artes,pirajussara,estrada itapecerica a campo limpo,embu das artes|pirajussara|estrada itapecerica a campo limpo,4213,108
27437,sao paulo,jardim angela,rua jose strano,s.paulo|jardim angela|rua jose strano,1434,358
13828,miracatu,cafezal,rodovia br 116,miracatu|cafezal|rodovia br 116,416,221
13535,maua,parque sao vicente,rua presidente fernando de melo viana,maua|parque sao vicente|rua presidente fernando de melo viana,4129,217
751,aruja,pq lucelia,rodovia presidente dutra,aruja|pq lucelia|rodovia presidente dutra,4338,26
22739,sao lourenco da serra,triangulo azul,rodovia br 116,s.lourenco da serra|triangulo azul|rodovia br 116,4935,353
35579,sumare,cj hab angelo tomazin,rua rosa banhos teodoro,sumare|cj hab angelo tomazin|rua rosa banhos teodoro,830,386
22512,sao jose dos campos,jardim morumbi,rua luiz fernandes,s.jose dos campos|jardim morumbi|rua luiz fernandes,2207,352
12968,maua,alto da boa vista,rua prefeito doutor dorival resende da s,maua|alto da boa vista|rua prefeito doutor dorival resende da s,55,217
31083,sao paulo,sao domingos,rua casparino de quadros,s.paulo|sao domingos|rua casparino de quadros,4739,358
27910,sao paulo,jardim helena,rua loasa,s.paulo|jardim helena|rua loasa,1910,358
34620,sao vicente,centro,avenida antonio emerick,s.vicente|centro|avenida antonio emerick,513,366
31761,sao paulo,sao rafael,rua francisco lobo,s.paulo|sao rafael|rua francisco lobo,4770,358
20427,sao bernardo do campo,batistini,rua cirilo pelosini,s.bernardo do campo|batistini|rua cirilo pelosini,337,337
6674,ferraz de vasconcelos,vila alaide,rua americo trufelli,ferraz de vasconcelos|vila alaide|rua americo trufelli,5017,118
21705,sao caetano do sul,boa vista,rua lisboa,s.caetano do sul|boa vista|rua lisboa,358,339
22755,sao miguel arcanjo,centro,saida sitio sao jose,s.miguel arcanjo|centro|saida sitio sao jose,513,357
15823,osasco,veloso,rua jose do patrocinio,osasco|veloso|rua jose do patrocinio,4993,249
35635,sumare,jardim lucia,rua antonio francisco filho,sumare|jardim lucia|rua antonio francisco filho,2068,386
6948,francisco morato,jd alegria,avenida alfenas,francisco morato|jd alegria|avenida alfenas,2886,121
22651,sao jose dos campos,residencial dom bosco,rua zaira galdino da silva,s.jose dos campos|residencial dom bosco|rua zaira galdino da silva,4579,352
21440,sao bernardo do campo,rudge ramos,rua engenheiro isaac garces,s.bernardo do campo|rudge ramos|rua engenheiro isaac garces,4679,337
11743,jacarei,veraneio iraja,avenida marajo,jacarei|veraneio iraja|avenida marajo,4997,182
25142,sao paulo,cidade satelite santa barbara,estrada de sapopemba,s.paulo|cidade satelite santa barbara|estrada de sapopemba,806,358
