location_code,cidade,bairro,logradouro,location,neighborhood_code,city_code
34893,santana de parnaiba,pq santana,rua aquario,santana de parnaiba|pq santana|rua aquario,4378,374
19173,santo andre,silveira,praca quatorze bis,s.andre|silveira|praca quatorze bis,4811,331
36251,suzano,jd planalto,estrada do baruel,suzano|jd planalto|estrada do baruel,3230,387
15703,osasco,santa maria,rua clarice lispector,osasco|santa maria|rua clarice lispector,4711,249
10771,itaquaquecetuba,jd anita,rua curitiba,itaquaquecetuba|jd anita|rua curitiba,2907,170
16513,pirapora bom jesus,chacara santa ines,estrada francisco misse,pirapora bom jesus|chacara santa ines|estrada francisco misse,642,288
18742,santo andre,jardim santo andre,rua oriente,s.andre|jardim santo andre|rua oriente,2608,331
28898,sao paulo,lapa,rua ricardo cavatton,s.paulo|lapa|rua ricardo cavatton,3439,358
26759,sao paulo,itaquera,rua santa cruz do piaui,s.paulo|itaquera|rua santa cruz do piaui,1317,358
7404,guaruja,pae cara,rodovia spa 248/055,guaruja|pae cara|rodovia spa 248/055,3758,135
24516,sao paulo,casa verde,acesso ponte do limao,s.paulo|casa verde|acesso ponte do limao,480,358
3295,campinas,pq hipica,avenida mackenzie,campinas|pq hipica|avenida mackenzie,4327,61
15854,osasco,vila dos remedios,daniel jose de lira,osasco|vila dos remedios|daniel jose de lira,5304,249
731,aruja,nsa sra carmo,rodovia presidente dutra (br 116),aruja|nsa sra carmo|rodovia presidente dutra (br 116),3700,26
29439,sao paulo,parque do carmo,estrada do pessego,s.paulo|parque do carmo|estrada do pessego,3864,358
30411,sao paulo,raposo tavares,rua frei claude dalberville,s.paulo|raposo tavares|rua frei claude dalberville,4455,358
13268,maua,jardim oratorio,rua recife,maua|jardim oratorio|rua recife,2317,217
10464,itapira,rural,rua paulo afonso pereira ulbricht,itapira|rural|rua paulo afonso pereira ulbricht,4680,166
29,aluminio,vila industrial,estrada desvio,aluminio|vila industrial|estrada desvio,5434,7
12209,jundiai,parque industrial,avenida jose alves de oliveira,jundiai|parque industrial|avenida jose alves de oliveira,3926,194
29518,sao paulo,parque do lago,estrada da baronesa,s.paulo|parque do lago|estrada da baronesa,3869,358
20087,sao bernardo do campo,alvarenga,estrada dos alvarengas,s.bernardo do campo|alvarenga|estrada dos alvarengas,78,337
12175,jundiai,jardim tamoio,rua pedro giarola,jundiai|jardim tamoio|rua pedro giarola,2734,194
29234,sao paulo,morumbi,rua malvinas,s.paulo|morumbi|rua malvinas,3626,358
11257,itaquaquecetuba,vl arizona,rua areias,itaquaquecetuba|vl arizona|rua areias,6011,170
30711,sao paulo,sacoma,rua frei sampaio,s.paulo|sacoma|rua frei sampaio,4684,358
25957,sao paulo,guaianases,rua treze,s.paulo|guaianases|rua treze,1224,358
35771,sumare,parque santo antonio (nova veneza),estrada municipal valencio calegari,sumare|parque santo antonio (nova veneza)|estrada municipal valencio calegari,4106,386
10613,itaquaquecetuba,industrial,avenida industrial,itaquaquecetuba|industrial|avenida industrial,1276,170
34260,sao paulo,vila prudente,rua maria do carmo,s.paulo|vila prudente|rua maria do carmo,5773,358
16215,piedade,vila eraldino,estrada municipal,piedade|vila eraldino|estrada municipal,5320,277
23499,sao paulo,brasilandia,rua nair ramos schuring,s.paulo|brasilandia|rua nair ramos schuring,395,358
21579,sao bernardo do campo,taboao,rua leonardo marcondes gonzaga,s.bernardo do campo|taboao|rua leonardo marcondes gonzaga,4874,337
15481,osasco,novo osasco,rua estrela,osasco|novo osasco|rua estrela,3698,249
15228,osasco,industrial anhanguera,avenida doutor alberto jackson byington,osasco|industrial anhanguera|avenida doutor alberto jackson byington,1279,249
37120,taubate,vila sao jose,avenida santa luiza de marillac,taubate|vila sao jose|avenida santa luiza de marillac,5886,402
10903,itaquaquecetuba,jd novo horizonte,rodovia sp 070 ayrton senna,itaquaquecetuba|jd novo horizonte|rodovia sp 070 ayrton senna,3201,170
22791,sao paulo,agua rasa,praca joaquim rodrigues,s.paulo|agua rasa|praca joaquim rodrigues,24,358
33203,sao paulo,vila formosa,rua visconde de balsemao,s.paulo|vila formosa|rua visconde de balsemao,5351,358
3835,campo limpo paulista,lagoa das garcas,avenida integracao,campo limpo paulista|lagoa das garcas|avenida integracao,3434,62
34722,sao vicente,parque sao vicente,rua carlos gomes,s.vicente|parque sao vicente|rua carlos gomes,4129,366
8501,guarulhos,parque sao miguel,rua joaquim moreira,guarulhos|parque sao miguel|rua joaquim moreira,4121,136
673,aruja,jd emilia,rodovia presidente dutra (br 116),aruja|jd emilia|rodovia presidente dutra (br 116),3009,26
7428,guaruja,vila aurea (vicente de carvalho),rodovia conego domenico rangoni,guaruja|vila aurea (vicente de carvalho)|rodovia conego domenico rangoni,5087,135
18356,santo andre,cidade sao jorge,avenida sao paulo,s.andre|cidade sao jorge|avenida sao paulo,802,331
16826,pontalinda,centro,rodovia spa 129/463,pontalinda|centro|rodovia spa 129/463,513,297
26203,sao paulo,ipiranga,rua amadis,s.paulo|ipiranga|rua amadis,1295,358
24215,sao paulo,capao redondo,avenida atos tomas ferracciu,s.paulo|capao redondo|avenida atos tomas ferracciu,459,358
9922,itapecerica da serra,jardim do carmo ii,rua sao jose,itapecerica da serra|jardim do carmo ii|rua sao jose,1737,162
11065,itaquaquecetuba,pequeno coracao,rua fernao de magalhaes,itaquaquecetuba|pequeno coracao|rua fernao de magalhaes,4186,170
32296,sao paulo,tatuape,praca general costa barreto,s.paulo|tatuape|praca general costa barreto,4894,358
30195,sao paulo,pirituba,rua hortolandia,s.paulo|pirituba|rua hortolandia,4216,358
36834,taboao da serra,p monte alegre,rotatoria sao jose,taboao da serra|p monte alegre|rotatoria sao jose,3753,389
28957,sao paulo,limao,rua albano fragoso,s.paulo|limao|rua albano fragoso,3451,358
13209,maua,jardim maringa,rua alziro vidoto,maua|jardim maringa|rua alziro vidoto,2145,217
172,americana,parque da liberdade,rua florindo cibin,americana|parque da liberdade|rua florindo cibin,3836,9
28681,sao paulo,jose bonifacio,rua zituo karasawa,s.paulo|jose bonifacio|rua zituo karasawa,3408,358
323,aracariguama,bairro do ronda,acesso prefeito livo tagliassachi,aracariguama|bairro do ronda|acesso prefeito livo tagliassachi,204,18
10755,itaquaquecetuba,jd algarve,rua bahia,itaquaquecetuba|jd algarve|rua bahia,2888,170
2628,campinas,jd do lago,avenida engenheiro marcio duarte ribeiro,campinas|jd do lago|avenida engenheiro marcio duarte ribeiro,2988,61
20568,sao bernardo do campo,centro,rua leila goncalves,s.bernardo do campo|centro|rua leila goncalves,513,337
30572,sao paulo,rio pequeno,rua inacio manuel alvares,s.paulo|rio pequeno|rua inacio manuel alvares,4651,358
23413,sao paulo,brasilandia,estrada da cachoeira,s.paulo|brasilandia|estrada da cachoeira,395,358
431,araraquara,jd maracana,rodovia francisco solcia,araraquara|jd maracana|rodovia francisco solcia,3122,22
34355,sao paulo,vila sabrina,avenida joao simao de castro,s.paulo|vila sabrina|avenida joao simao de castro,5831,358
31837,sao paulo,sao rafael,travessa coruja do campo,s.paulo|sao rafael|travessa coruja do campo,4770,358
3679,campinas,vila ruy novaes,rua laercio leite de godoi,campinas|vila ruy novaes|rua laercio leite de godoi,5827,61
24805,sao paulo,cidade ademar,rua miguel de farias,s.paulo|cidade ademar|rua miguel de farias,738,358
11042,itaquaquecetuba,parque piratininga,rua rubens braga,itaquaquecetuba|parque piratininga|rua rubens braga,4028,170
31908,sao paulo,sapopemba,rua carlos rovereli,s.paulo|sapopemba|rua carlos rovereli,4779,358
2912,campinas,jd nova mercedes,rua alberto degrande,campinas|jd nova mercedes|rua alberto degrande,3196,61
16431,piracicaba,pauliceia,rua dona hilda,piracicaba|pauliceia|rua dona hilda,4170,284
23662,sao paulo,butanta,rua pirajussara,s.paulo|butanta|rua pirajussara,403,358
1523,braganca paulista,bosque da pedra,rodovia br 381,braganca paulista|bosque da pedra|rodovia br 381,378,49
5637,diadema,inamar,rua joacks,diadema|inamar|rua joacks,1269,99
22072,sao carlos,zona rural,rua alexandre pedrazzani,s.carlos|zona rural|rua alexandre pedrazzani,6116,340
31460,sao paulo,sao mateus,rua galaxia,s.paulo|sao mateus|rua galaxia,4765,358
20226,sao bernardo do campo,assuncao,avenida robert kennedy,s.bernardo do campo|assuncao|avenida robert kennedy,146,337
27409,sao paulo,jardim angela,rua das tres marias,s.paulo|jardim angela|rua das tres marias,1434,358
14786,nova granada,rural,rodovia sp 423,nova granada|rural|rodovia sp 423,4680,242
29050,sao paulo,mandaqui,rua otto bender,s.paulo|mandaqui|rua otto bender,3532,358
9934,itapecerica da serra,jardim itapecerica,rodovia br 116,itapecerica da serra|jardim itapecerica|rodovia br 116,1967,162
10544,itaquaquecetuba,ch dona escolastica,estrada antonio cordeiro rosa,itaquaquecetuba|ch dona escolastica|estrada antonio cordeiro rosa,537,170
10661,itaquaquecetuba,jardim felix e milton,rua helena,itaquaquecetuba|jardim felix e milton|rua helena,1844,170
10023,itapecerica da serra,lagoa,rodovia rodo anel,itapecerica da serra|lagoa|rodovia rodo anel,3433,162
20221,sao bernardo do campo,assuncao,"avenida jose odorizzi, 151","s.bernardo do campo|assuncao|avenida jose odorizzi, 151",146,337
18628,santo andre,jardim las vegas,rua dona nina zanoto,s.andre|jardim las vegas|rua dona nina zanoto,2032,331
34409,sao paulo,vila sapopemba,rua antonio ribeiro baiao,s.paulo|vila sapopemba|rua antonio ribeiro baiao,5898,358
20328,sao bernardo do campo,baeta neves,rua antonio jacobe sartorio,s.bernardo do campo|baeta neves|rua antonio jacobe sartorio,157,337
2698,campinas,jd eulina,rua doutor rocha novais,campinas|jd eulina|rua doutor rocha novais,3019,61
31691,sao paulo,sao rafael,estrada da adutora do rio claro,s.paulo|sao rafael|estrada da adutora do rio claro,4770,358
23303,sao paulo,bela vista,rua carlos sampaio,s.paulo|bela vista|rua carlos sampaio,341,358
35581,sumare,condominio coronel,rua 19,sumare|condominio coronel|rua 19,888,386
15915,osasco,vila yara,avenida doutor martin luther king,osasco|vila yara|avenida doutor martin luther king,5980,249
8376,guarulhos,macedo,rua tapajos,guarulhos|macedo|rua tapajos,3524,136
7314,guara,loteamento nova guara,rua agenor jose de sa,guara|loteamento nova guara|rua agenor jose de sa,3496,129
5245,diadema,casa grande,rua do projeto,diadema|casa grande|rua do projeto,479,99
24552,sao paulo,casa verde,rua jaboatao,s.paulo|casa verde|rua jaboatao,480,358
30546,sao paulo,rio pequeno,rua cipotanea,s.paulo|rio pequeno|rua cipotanea,4651,358
17907,rio claro,area rural,rodovia spi 083/191,rio claro|area rural|rodovia spi 083/191,123,324
31963,sao paulo,sapopemba,rua iage,s.paulo|sapopemba|rua iage,4779,358
21490,sao bernardo do campo,rudge ramos,via anchieta,s.bernardo do campo|rudge ramos|via anchieta,4679,337
25889,sao paulo,guaianases,rua domingos escorcio,s.paulo|guaianases|rua domingos escorcio,1224,358
11451,itatiba,real parque,avenida therezinha de jesus bastos,itatiba|real parque|avenida therezinha de jesus bastos,4457,173
32746,sao paulo,vila bancaria,rua dos financeiros,s.paulo|vila bancaria|rua dos financeiros,5100,358
29477,sao paulo,parque do carmo,rua kleber afonso,s.paulo|parque do carmo|rua kleber afonso,3864,358
3279,campinas,pq figueira,rodovia sp 330,campinas|pq figueira|rodovia sp 330,4321,61
3046,campinas,jd sta clara,rua cassio soares couto,campinas|jd sta clara|rua cassio soares couto,3334,61
23700,sao paulo,cachoeirinha,rua dona maria braulio,s.paulo|cachoeirinha|rua dona maria braulio,413,358
974,barueri,aldeia,rua marechal rondon,barueri|aldeia|rua marechal rondon,31,37
6139,embu das artes,pirajussara,estrada de constantinopla,embu das artes|pirajussara|estrada de constantinopla,4213,108
6083,embu das artes,m'boy mirim,rua augusto de almeida batista,embu das artes|m'boy mirim|rua augusto de almeida batista,3521,108
8583,guarulhos,pimentas,rodovia sp 070 ayrton senna,guarulhos|pimentas|rodovia sp 070 ayrton senna,4204,136
25321,sao paulo,cidade tiradentes,rua wilma flor,s.paulo|cidade tiradentes|rua wilma flor,813,358
30680,sao paulo,sacoma,rua coronel silva castro,s.paulo|sacoma|rua coronel silva castro,4684,358
35654,sumare,jardim martins,rua sao francisco de assis,sumare|jardim martins|rua sao francisco de assis,2152,386
28513,sao paulo,jd sao luis,rua concerto italiano,s.paulo|jd sao luis|rua concerto italiano,3311,358
9402,hortolandia,jardim santiago,rua silvaldi joana dos santos,hortolandia|jardim santiago|rua silvaldi joana dos santos,2603,139
4939,cotia,vila monte serrat,rua algas marinha,cotia|vila monte serrat|rua algas marinha,5604,92
16232,pindamonhangaba,centro,rua antonio de p costa,pindamonhangaba|centro|rua antonio de p costa,513,279
27440,sao paulo,jardim angela,rua licinio felini,s.paulo|jardim angela|rua licinio felini,1434,358
27602,sao paulo,jardim colina,avenida miguel estefano,s.paulo|jardim colina|avenida miguel estefano,1635,358
28793,sao paulo,lajeado,rua santo antonio da agua fria,s.paulo|lajeado|rua santo antonio da agua fria,3437,358
26901,sao paulo,jabaquara,rua francesco solimena,s.paulo|jabaquara|rua francesco solimena,1344,358
13206,maua,jardim maria eneida,rua jose silverio,maua|jardim maria eneida|rua jose silverio,2122,217
15431,osasco,munhoz jr,rua doutor jose marques de rezende,osasco|munhoz jr|rua doutor jose marques de rezende,3628,249
11466,itatiba,vila petti,avenida senador lacerda franco,itatiba|vila petti|avenida senador lacerda franco,5738,173
27183,sao paulo,jaragua,estrada da cachoeira,s.paulo|jaragua|estrada da cachoeira,1357,358
36066,suzano,jardim revista,avenida katisutoshi naito,suzano|jardim revista|avenida katisutoshi naito,2481,387
25940,sao paulo,guaianases,rua professor tadeu,s.paulo|guaianases|rua professor tadeu,1224,358
28177,sao paulo,jardim paulista,rua lisboa,s.paulo|jardim paulista|rua lisboa,2363,358
2092,campinas,chacara sao jose,rua rua chipre,campinas|chacara sao jose|rua rua chipre,657,61
34306,sao paulo,vila prudente,rua visconde de caete,s.paulo|vila prudente|rua visconde de caete,5773,358
1147,barueri,jd santa cecilia,rua jussara,barueri|jd santa cecilia|rua jussara,3276,37
35271,sorocaba,jardim edgar marques,alameda amparo,sorocaba|jardim edgar marques|alameda amparo,1795,385
15277,osasco,jardim d abril,rua joaquim lapas veiga,osasco|jardim d abril|rua joaquim lapas veiga,1670,249
30657,sao paulo,sacoma,rua aratimbo,s.paulo|sacoma|rua aratimbo,4684,358
27049,sao paulo,jacana,rua jose figliolini,s.paulo|jacana|rua jose figliolini,1347,358
22073,sao cruz da conceicao,bairro da sause,rodovia sp 330,s.cruz da conceicao|bairro da sause|rodovia sp 330,183,341
2461,campinas,jardim uruguai,rua francisco santos filho,campinas|jardim uruguai|rua francisco santos filho,2787,61
11778,jaguariuna,jardim dom bosco,estrada carlos gomes,jaguariuna|jardim dom bosco|estrada carlos gomes,1761,184
33817,sao paulo,vila matilde,avenida souza bandeira,s.paulo|vila matilde|avenida souza bandeira,5574,358
6111,embu das artes,oliveiras,rua novo hamburgo,embu das artes|oliveiras|rua novo hamburgo,3737,108
32143,sao paulo,saude,rua ibituruna,s.paulo|saude|rua ibituruna,4782,358
24487,sao paulo,carrao,rua pataxo,s.paulo|carrao|rua pataxo,476,358
31870,sao paulo,sapopemba,rua alexandre alabiev,s.paulo|sapopemba|rua alexandre alabiev,4779,358
19809,santo andre,vila sacadura cabral,avenida prestes maia,s.andre|vila sacadura cabral|avenida prestes maia,5832,331
30511,sao paulo,rio pequeno,avenida antonio ramiro da silva,s.paulo|rio pequeno|avenida antonio ramiro da silva,4651,358
15791,osasco,umuarama,avenida padre vicente melilo,osasco|umuarama|avenida padre vicente melilo,4949,249
17912,rio claro,area rural,rua 25,rio claro|area rural|rua 25,123,324
34659,sao vicente,cidade nautica,rua waldemar geraldo zanchi,s.vicente|cidade nautica|rua waldemar geraldo zanchi,782,366
26285,sao paulo,ipiranga,rua muriae,s.paulo|ipiranga|rua muriae,1295,358
6725,ferraz de vasconcelos,vila claudia,estrada do cupim,ferraz de vasconcelos|vila claudia|estrada do cupim,5215,118
11591,jaboticabal,jaboticabal,rua valdir pedro morano,jaboticabal|jaboticabal|rua valdir pedro morano,1346,181
19687,santo andre,vila metalurgica,retorno avenida dos estados,s.andre|vila metalurgica|retorno avenida dos estados,5584,331
24113,sao paulo,campo limpo,rua odemis,s.paulo|campo limpo|rua odemis,442,358
8920,guarulhos,sao joao,rua taubate,guarulhos|sao joao|rua taubate,4748,136
25580,sao paulo,freguesia do o,rua dias velho,s.paulo|freguesia do o|rua dias velho,1186,358
9401,hortolandia,jardim santiago,rua das araras,hortolandia|jardim santiago|rua das araras,2603,139
9349,hortolandia,jardim nova america,rua rio grande,hortolandia|jardim nova america|rua rio grande,2252,139
35339,sorocaba,jardim san rafael,rua zoraida de barros nardi,sorocaba|jardim san rafael|rua zoraida de barros nardi,2530,385
30648,sao paulo,sacoma,rua angaturama,s.paulo|sacoma|rua angaturama,4684,358
3427,campinas,rec dos dourados,rua antonio r mazi,campinas|rec dos dourados|rua antonio r mazi,4460,61
21478,sao bernardo do campo,rudge ramos,rua senador vergueiro,s.bernardo do campo|rudge ramos|rua senador vergueiro,4679,337
1969,campinas,c hab p itajai,rua doutor avante smanio,campinas|c hab p itajai|rua doutor avante smanio,404,61
18877,santo andre,parque capuava,rua liguria,s.andre|parque capuava|rua liguria,3819,331
5030,cruzeiro,v rita lucrecia pinto,rua luis romaneli,cruzeiro|v rita lucrecia pinto|rua luis romaneli,4971,95
31607,sao paulo,sao miguel,rua cardon,s.paulo|sao miguel|rua cardon,4766,358
20639,sao bernardo do campo,cooperativa,rua bom jesus,s.bernardo do campo|cooperativa|rua bom jesus,1010,337
34065,sao paulo,vila nova galvao,rua gervasio jose santos,s.paulo|vila nova galvao|rua gervasio jose santos,5657,358
34656,sao vicente,cidade nautica,rua roberto andraus,s.vicente|cidade nautica|rua roberto andraus,782,366
3095,campinas,jd tropical,rua zilda teixeira carilo,campinas|jd tropical|rua zilda teixeira carilo,3357,61
24833,sao paulo,cidade ademar,rua raul marques marinho,s.paulo|cidade ademar|rua raul marques marinho,738,358
32906,sao paulo,vila curuca,avenida dos ipes,s.paulo|vila curuca|avenida dos ipes,5250,358
25366,sao paulo,conjunto habitacional inacio monteiro,rua regresso feliz,s.paulo|conjunto habitacional inacio monteiro|rua regresso feliz,940,358
19486,santo andre,vila guarani,avenida valentim magalhaes,s.andre|vila guarani|avenida valentim magalhaes,5386,331
8747,guarulhos,pimentas,rua vinte e quatro,guarulhos|pimentas|rua vinte e quatro,4204,136
13518,maua,parque sao vicente,rua coronel manuel rabelo,maua|parque sao vicente|rua coronel manuel rabelo,4129,217
27949,sao paulo,jardim independencia,avenida professor luiz ignacio anhaia me,s.paulo|jardim independencia|avenida professor luiz ignacio anhaia me,1939,358
31124,sao paulo,sao domingos,rua marcela alves de cassia,s.paulo|sao domingos|rua marcela alves de cassia,4739,358
32098,sao paulo,saude,rua afonso celso,s.paulo|saude|rua afonso celso,4782,358
22344,sao jose dos campos,campo dos alemaes,rua anibal gallo delella,s.jose dos campos|campo dos alemaes|rua anibal gallo delella,440,352
8481,guarulhos,parque industrial do jardim sao geraldo,rua engenheiro albert leimer,guarulhos|parque industrial do jardim sao geraldo|rua engenheiro albert leimer,3933,136
35715,sumare,jardim volobueff,rua alfredo dumont villares,sumare|jardim volobueff|rua alfredo dumont villares,2840,386
30262,sao paulo,pirituba,rua silveira francisco,s.paulo|pirituba|rua silveira francisco,4216,358
25466,sao paulo,eldorado,avenida alda,s.paulo|eldorado|avenida alda,1087,358
23605,sao paulo,butanta,rodovia raposo tavares,s.paulo|butanta|rodovia raposo tavares,403,358
19221,santo andre,vila alice,rua iguatemi,s.andre|vila alice|rua iguatemi,5026,331
34557,sao roque,jardim villaca,estrada do vinho (spv-077),s.roque|jardim villaca|estrada do vinho (spv-077),2825,362
5961,embu das artes,agua rasa,rua rio grande do sul,embu das artes|agua rasa|rua rio grande do sul,24,108
26016,sao paulo,iguatemi,rua confederacao dos tamoios,s.paulo|iguatemi|rua confederacao dos tamoios,1258,358
31358,sao paulo,sao mateus,avenida rio das pedras,s.paulo|sao mateus|avenida rio das pedras,4765,358
23229,sao paulo,balneario sao jose,acesso uirapuru do sertao,s.paulo|balneario sao jose|acesso uirapuru do sertao,308,358
19545,santo andre,vila homero thon,rua fernando pessoa,s.andre|vila homero thon|rua fernando pessoa,5414,331
6091,embu das artes,moinho velho,avenida helio ossamu daikuara,embu das artes|moinho velho|avenida helio ossamu daikuara,3589,108
17176,ribeirao pires,jardim oliveira,rua moncoes,ribeirao pires|jardim oliveira|rua moncoes,2313,319
40,americana,antonio zanaga i e ii,avenida afonso schimidt,americana|antonio zanaga i e ii|avenida afonso schimidt,98,9
18615,santo andre,jardim itapoa,rua raul pompeia,s.andre|jardim itapoa|rua raul pompeia,1970,331
32115,sao paulo,saude,rua da contagem,s.paulo|saude|rua da contagem,4782,358
10100,itapecerica da serra,valo velho,avenida soldado pm gilberto augostinho,itapecerica da serra|valo velho|avenida soldado pm gilberto augostinho,4983,162
7717,guarulhos,cabucu,viela quarenta e sete,guarulhos|cabucu|viela quarenta e sete,407,136
35530,sorocaba,vila santo antonio,avenida doutor afonso vergueiro,sorocaba|vila santo antonio|avenida doutor afonso vergueiro,5872,385
5634,diadema,inamar,rua imbauva,diadema|inamar|rua imbauva,1269,99
28189,sao paulo,jardim pedra branca,avenida ragueb chohfi,s.paulo|jardim pedra branca|avenida ragueb chohfi,2371,358
29687,sao paulo,pedreira,rua dos mandis,s.paulo|pedreira|rua dos mandis,4182,358
20679,sao bernardo do campo,demarchi,avenida maria servidei demarchi,s.bernardo do campo|demarchi|avenida maria servidei demarchi,1045,337
8682,guarulhos,pimentas,rua maracaju,guarulhos|pimentas|rua maracaju,4204,136
14984,osasco,bussocaba,rua osvaldo du pain,osasco|bussocaba|rua osvaldo du pain,402,249
37159,tuiuti,passa tres,rua antonio pires de camargo,tuiuti|passa tres|rua antonio pires de camargo,4164,408
1778,caieiras,vila dos pinheiros,rua joao bertolo,caieiras|vila dos pinheiros|rua joao bertolo,5303,57
23506,sao paulo,brasilandia,rua paulo garcia aquiline,s.paulo|brasilandia|rua paulo garcia aquiline,395,358
30768,sao paulo,sacoma,rua nossa senhora das merces,s.paulo|sacoma|rua nossa senhora das merces,4684,358
28393,sao paulo,jardim sonia regina,estrada do m'boi mirim,s.paulo|jardim sonia regina|estrada do m'boi mirim,2715,358
8942,guarulhos,taboao,avenida natalia zarif,guarulhos|taboao|avenida natalia zarif,4874,136
32796,sao paulo,vila campanela,avenida jose pinheiro borges,s.paulo|vila campanela|avenida jose pinheiro borges,5175,358
19437,santo andre,vila floresta,avenida atlantica,s.andre|vila floresta|avenida atlantica,5347,331
29345,sao paulo,pari,rua guaranta,s.paulo|pari|rua guaranta,3785,358
28709,sao paulo,lajeado,rua benedito cintra,s.paulo|lajeado|rua benedito cintra,3437,358
17793,ribeirao preto,vila albertina,rua antonio ventura araujo,ribeirao preto|vila albertina|rua antonio ventura araujo,5020,320
358,aracatuba,jardim paulista,rua amazonas,aracatuba|jardim paulista|rua amazonas,2363,19
6044,embu das artes,jardim maranhao,avenida joao batista medina,embu das artes|jardim maranhao|avenida joao batista medina,2101,108
24235,sao paulo,capao redondo,rua afonso sanches,s.paulo|capao redondo|rua afonso sanches,459,358
19690,santo andre,vila metalurgica,rua antuerpia,s.andre|vila metalurgica|rua antuerpia,5584,331
31847,sao paulo,sapopemba,avenida arquiteto vilanova artigas,s.paulo|sapopemba|avenida arquiteto vilanova artigas,4779,358
32758,sao paulo,vila bela,rua das cobeias,s.paulo|vila bela|rua das cobeias,5117,358
22099,sao isabel,cachoeira,estrada velha,s.isabel|cachoeira|estrada velha,411,346
17730,ribeirao preto,presidente dutra,rua legionario mauricio,ribeirao preto|presidente dutra|rua legionario mauricio,4418,320
17314,ribeirao pires,vila yara,estrada vereadora mercedes dorto,ribeirao pires|vila yara|estrada vereadora mercedes dorto,5980,319
33409,sao paulo,vila jacui,rua fruta de caiapo,s.paulo|vila jacui|rua fruta de caiapo,5463,358
19194,santo andre,utinga,avenida dos estados,s.andre|utinga|avenida dos estados,4956,331
9639,indaiatuba,distrito industrial domingos giomi,rodovia sp-73,indaiatuba|distrito industrial domingos giomi|rodovia sp-73,1063,153
20437,sao bernardo do campo,batistini,rua servidao particular,s.bernardo do campo|batistini|rua servidao particular,337,337
1970,campinas,c hab p itajai,rua jose de souza,campinas|c hab p itajai|rua jose de souza,404,61
31774,sao paulo,sao rafael,rua joao do canto e melo,s.paulo|sao rafael|rua joao do canto e melo,4770,358
25296,sao paulo,cidade tiradentes,rua rafael della monica,s.paulo|cidade tiradentes|rua rafael della monica,813,358
28900,sao paulo,lapa,rua rumaica,s.paulo|lapa|rua rumaica,3439,358
19874,santo andre,vila tibirica,rua colinhi,s.andre|vila tibirica|rua colinhi,5944,331
11758,jacarei,vila santa tereza,avenida santa cruz dos lazaros,jacarei|vila santa tereza|avenida santa cruz dos lazaros,5865,182
31626,sao paulo,sao miguel,rua fragata carolina,s.paulo|sao miguel|rua fragata carolina,4766,358
37136,tremembe,areao,rua padre fischer,tremembe|areao|rua padre fischer,132,407
20412,sao bernardo do campo,batistini,estrada galvao bueno,s.bernardo do campo|batistini|estrada galvao bueno,337,337
7768,guarulhos,centro,rua jose de andrade,guarulhos|centro|rua jose de andrade,513,136
29640,sao paulo,parque sao rafael,rua lucas fernandes pinto,s.paulo|parque sao rafael|rua lucas fernandes pinto,4126,358
5119,cubatao,vl sao jose,rua santo antonio de padua,cubatao|vl sao jose|rua santo antonio de padua,6075,96
36829,taboao da serra,p monte alegre,avenida brasil,taboao da serra|p monte alegre|avenida brasil,3753,389
20917,sao bernardo do campo,ferrazopolis,rua palmira de jesus matheus,s.bernardo do campo|ferrazopolis|rua palmira de jesus matheus,1168,337
16406,piracicaba,jardim tatuape,rua itarare,piracicaba|jardim tatuape|rua itarare,2740,284
22757,sao miguel arcanjo,jardim sao carlos,rodovia spa 180/250,s.miguel arcanjo|jardim sao carlos|rodovia spa 180/250,2625,357
18029,rio claro,vila paulista,avenida p 21,rio claro|vila paulista|avenida p 21,5715,324
32743,sao paulo,vila bancaria munhoz,rua simao de toledo castelhanos,s.paulo|vila bancaria munhoz|rua simao de toledo castelhanos,5101,358
27432,sao paulo,jardim angela,rua jose alves da silva,s.paulo|jardim angela|rua jose alves da silva,1434,358
37377,varzea paulista,chacara sta maria,rua capivari,varzea paulista|chacara sta maria|rua capivari,670,420
21741,sao caetano do sul,ceramica,rua casemiro de abreu,s.caetano do sul|ceramica|rua casemiro de abreu,529,339
28463,sao paulo,jd ester,rua jose filipe da silva,s.paulo|jd ester|rua jose filipe da silva,3014,358
34906,santana de parnaiba,tambore,avenida honorio alvares penteado,santana de parnaiba|tambore|avenida honorio alvares penteado,4883,374
9551,ibitinga,vila izolina,avenida engenheiro ivanil francischini,ibitinga|vila izolina|avenida engenheiro ivanil francischini,5462,143
13545,maua,parque sao vicente,rua rene de oliveira greco,maua|parque sao vicente|rua rene de oliveira greco,4129,217
36582,taboao da serra,j clementino,rua luis bartolomeu antunes,taboao da serra|j clementino|rua luis bartolomeu antunes,1330,389
24371,sao paulo,capao redondo,rua pietro vanucci,s.paulo|capao redondo|rua pietro vanucci,459,358
28738,sao paulo,lajeado,rua francisco gil de araujo,s.paulo|lajeado|rua francisco gil de araujo,3437,358
30791,sao paulo,sacoma,rua salvador pires de lima,s.paulo|sacoma|rua salvador pires de lima,4684,358
32412,sao paulo,tatuape,viaduto engenheiro alberto badra - trech,s.paulo|tatuape|viaduto engenheiro alberto badra - trech,4894,358
31695,sao paulo,sao rafael,praca pires rodovalho,s.paulo|sao rafael|praca pires rodovalho,4770,358
